# time_delay 	 res_example_osc_3 	 eps
-2.00000000e+00 -1.71985348e-03 4.35856536e-03
-1.80000000e+00 -3.19441953e-03 4.35856536e-03
-1.60000000e+00 3.40621875e-03 4.35856536e-03
-1.40000000e+00 2.67052963e-03 4.35856536e-03
-1.20000000e+00 -8.63217632e-04 4.35856536e-03
-1.00000000e+00 -1.33042834e-03 4.35856536e-03
-9.80000000e-01 5.79443833e-03 4.35856536e-03
-9.60000000e-01 8.93826832e-03 4.35856536e-03
-9.40000000e-01 -7.80998773e-03 4.35856536e-03
-9.20000000e-01 4.26425645e-03 4.35856536e-03
-9.00000000e-01 -8.76582987e-03 4.35856536e-03
-8.80000000e-01 7.26707281e-03 4.35856536e-03
-8.60000000e-01 4.56282323e-03 4.35856536e-03
-8.40000000e-01 -1.99468726e-04 4.35856536e-03
-8.20000000e-01 -4.00479523e-03 4.35856536e-03
-8.00000000e-01 4.65175699e-04 4.35856536e-03
-7.80000000e-01 -1.39624689e-03 4.35856536e-03
-7.60000000e-01 -3.32684206e-03 4.35856536e-03
-7.40000000e-01 7.56365992e-04 4.35856536e-03
-7.20000000e-01 1.40121011e-03 4.35856536e-03
-7.00000000e-01 3.41381139e-03 4.35856536e-03
-6.80000000e-01 6.47034515e-04 4.35856536e-03
-6.60000000e-01 6.60863838e-04 4.35856536e-03
-6.40000000e-01 4.69703977e-03 4.35856536e-03
-6.20000000e-01 -4.87498090e-03 4.35856536e-03
-6.00000000e-01 4.87307952e-04 4.35856536e-03
-5.80000000e-01 -5.91457951e-03 4.35856536e-03
-5.60000000e-01 -1.16466331e-03 4.35856536e-03
-5.40000000e-01 -1.11821983e-03 4.35856536e-03
-5.20000000e-01 -4.18729868e-03 4.35856536e-03
-5.00000000e-01 5.59403496e-03 4.35856536e-03
-4.80000000e-01 -6.56009662e-03 4.35856536e-03
-4.60000000e-01 2.03039656e-03 4.35856536e-03
-4.40000000e-01 3.64881319e-04 4.35856536e-03
-4.20000000e-01 -1.38574961e-03 4.35856536e-03
-4.00000000e-01 -3.01762460e-03 4.35856536e-03
-3.80000000e-01 -1.69767991e-03 4.35856536e-03
-3.60000000e-01 -7.34031891e-04 4.35856536e-03
-3.40000000e-01 -8.63879959e-04 4.35856536e-03
-3.20000000e-01 -9.43290185e-04 4.35856536e-03
-3.00000000e-01 3.09854825e-03 4.35856536e-03
-2.80000000e-01 8.88909242e-04 4.35856536e-03
-2.60000000e-01 9.46131371e-03 4.35856536e-03
-2.40000000e-01 -6.03594694e-03 4.35856536e-03
-2.20000000e-01 1.78776996e-03 4.35856536e-03
-2.00000000e-01 1.42100554e-03 4.35856536e-03
-1.80000000e-01 7.84513443e-03 4.35856536e-03
-1.60000000e-01 2.63198744e-03 4.35856536e-03
-1.40000000e-01 -1.86944022e-03 4.35856536e-03
-1.20000000e-01 -3.95059372e-04 4.35856536e-03
-1.00000000e-01 -4.41781991e-03 4.35856536e-03
-8.00000000e-02 3.18023746e-03 4.35856536e-03
-6.00000000e-02 1.80251584e-03 4.35856536e-03
-4.00000000e-02 -5.29320347e-04 4.35856536e-03
-2.00000000e-02 1.12196363e-03 4.35856536e-03
8.88178420e-16 -1.64962343e-03 4.35856536e-03
2.00000000e-02 -1.43606353e-03 4.35856536e-03
4.00000000e-02 8.22900308e-04 4.35856536e-03
6.00000000e-02 -4.37076246e-03 4.35856536e-03
8.00000000e-02 -8.23111328e-05 4.35856536e-03
1.00000000e-01 -1.09188098e-06 4.35856536e-03
1.20000000e-01 2.17211880e-03 4.35856536e-03
